zip,primary_city,acceptable_cities,state,county,latitude,longitude
56653,Littlefork,,MN,Koochiching County,48.39,-93.55
56654,Loman,,MN,Koochiching County,48.51,-93.8
56655,Longville,,MN,Cass County,46.98,-94.21
56657,Marcell,,MN,Itasca County,47.59,-93.69
56658,Margie,,MN,Koochiching County,48.09,-93.94
56659,Max,,MN,Itasca County,47.61,-94.06
56660,Mizpah,,MN,Koochiching County,47.92,-94.21
56661,Northome,,MN,Itasca County,47.87,-94.26
56662,Outing,,MN,Cass County,46.82,-93.94
56663,Pennington,Blackduck,MN,Beltrami County,47.48,-94.47
56667,Puposky,,MN,Beltrami County,47.67,-94.9
56669,Kabetogama,Ray,MN,Koochiching County,48.41,-93.21
56672,Remer,Boy River,MN,Cass County,47.05,-93.91
56673,Roosevelt,,MN,Roseau County,48.8,-95.1
56676,Shevlin,Pinewood,MN,Clearwater County,47.53,-95.25
56678,Solway,Becida,MN,Beltrami County,47.52,-95.12
56680,Spring Lake,,MN,Itasca County,47.64,-93.86
56681,Squaw Lake,,MN,Itasca County,47.62,-94.14
56682,Swift,Roosevelt,MN,Roseau County,48.85,-95.22
56683,Tenstrike,,MN,Beltrami County,47.66,-94.68
56684,Trail,,MN,Polk County,47.78,-95.69
56685,Waskish,,MN,Beltrami County,48.16,-94.51
56686,Williams,,MN,Lake of the Woods County,48.76,-94.95
56688,Wirt,,MN,Itasca County,47.73,-93.96
56701,Thief River Falls,Thief Rvr Fls,MN,Pennington County,48.11,-96.17
56710,Alvarado,,MN,Marshall County,48.19,-96.99
56713,Argyle,,MN,Marshall County,48.33,-96.81
56714,Badger,,MN,Roseau County,48.77,-96.02
56715,Brooks,,MN,Red Lake County,47.81,-96
56716,Crookston,,MN,Polk County,47.77,-96.6
56721,East Grand Forks,E Grand Forks,MN,Polk County,47.93,-97.01
56722,Euclid,,MN,Polk County,47.97,-96.63
56723,Fisher,,MN,Polk County,47.79,-96.79
56724,Gatzke,,MN,Marshall County,48.42,-95.78
56725,Goodridge,,MN,Pennington County,48.14,-95.8
56726,Greenbush,,MN,Roseau County,48.69,-96.18
56727,Grygla,,MN,Beltrami County,48.29,-95.61
56728,Hallock,,MN,Kittson County,48.76,-96.94
56729,Halma,,MN,Kittson County,48.66,-96.59
56732,Karlstad,,MN,Kittson County,48.57,-96.51
56733,Kennedy,,MN,Kittson County,48.64,-96.91
56734,Lake Bronson,,MN,Kittson County,48.73,-96.66
56735,Lancaster,Orleans,MN,Kittson County,48.85,-96.8
56736,Mentor,,MN,Polk County,47.69,-96.14
56737,Middle River,,MN,Marshall County,48.43,-96.16
56738,Newfolden,Holt,MN,Marshall County,48.35,-96.32
56740,Noyes,,MN,Kittson County,48.99,-97.2
56742,Oklee,,MN,Red Lake County,47.83,-95.85
56744,Oslo,,MN,Marshall County,48.19,-97.12
56748,Plummer,,MN,Red Lake County,47.91,-96.03
56750,Red Lake Falls,Rl Falls,MN,Red Lake County,47.88,-96.27
56751,Roseau,"Pencer, Ross",MN,Roseau County,48.84,-95.76
56754,Saint Hilaire,,MN,Pennington County,48.01,-96.21
56755,Saint Vincent,,MN,Kittson County,48.97,-97.22
56756,Salol,,MN,Roseau County,48.86,-95.57
56757,Stephen,,MN,Marshall County,48.45,-96.87
56758,Strandquist,,MN,Marshall County,48.49,-96.44
56759,Strathcona,,MN,Roseau County,48.55,-96.16
56760,Viking,,MN,Marshall County,48.21,-96.4
56761,Wannaska,,MN,Roseau County,48.65,-95.73
56762,Warren,"Angus, Radium",MN,Marshall County,48.19,-96.76
56763,Warroad,,MN,Roseau County,48.9,-95.32
57001,Alcester,,SD,Union County,43.02,-96.62
57002,Aurora,,SD,Brookings County,44.28,-96.68
57003,Baltic,,SD,Minnehaha County,43.75,-96.73
57004,Beresford,,SD,Union County,43.07,-96.78
57005,Brandon,"Corson, Rowena",SD,Minnehaha County,43.59,-96.57
57006,Brookings,,SD,Brookings County,44.3,-96.78
57010,Burbank,,SD,Clay County,42.76,-96.83
57012,Canistota,,SD,McCook County,43.59,-97.29
57013,Canton,,SD,Lincoln County,43.3,-96.58
57014,Centerville,,SD,Turner County,43.11,-96.95
57015,Chancellor,,SD,Turner County,43.37,-96.98
57016,Chester,,SD,Lake County,43.89,-96.92
57017,Colman,,SD,Moody County,43.98,-96.81
57018,Colton,,SD,Minnehaha County,43.78,-96.92
57020,Crooks,Renner,SD,Minnehaha County,43.66,-96.8
57021,Davis,,SD,Turner County,43.25,-96.99
57022,Dell Rapids,,SD,Minnehaha County,43.82,-96.71
57024,Egan,,SD,Moody County,43.99,-96.65
57025,Elk Point,,SD,Union County,42.68,-96.68
57026,Elkton,Ward,SD,Brookings County,44.23,-96.47
57027,Fairview,,SD,Lincoln County,43.22,-96.48
57028,Flandreau,,SD,Moody County,44.04,-96.59
57029,Freeman,,SD,Hutchinson County,43.35,-97.43
57030,Garretson,Sherman,SD,Minnehaha County,43.71,-96.5
57031,Gayville,,SD,Yankton County,42.88,-97.17
57032,Harrisburg,,SD,Lincoln County,43.43,-96.69
57033,Hartford,,SD,Minnehaha County,43.62,-96.94
57034,Hudson,,SD,Lincoln County,43.12,-96.45
57035,Humboldt,,SD,Minnehaha County,43.64,-97.07
57036,Hurley,,SD,Turner County,43.27,-97.09
57037,Irene,,SD,Yankton County,43.08,-97.15
57038,Jefferson,,SD,Union County,42.6,-96.56
57039,Lennox,,SD,Lincoln County,43.35,-96.89
57040,Lesterville,,SD,Yankton County,43.03,-97.59
57042,Madison,,SD,Lake County,44,-97.1
57043,Marion,,SD,Turner County,43.42,-97.26
57045,Menno,,SD,Hutchinson County,43.23,-97.57
57046,Mission Hill,,SD,Yankton County,42.92,-97.27
57047,Monroe,,SD,Turner County,43.48,-97.21
57048,Montrose,,SD,McCook County,43.7,-97.18
57049,North Sioux City,"Dakota Dunes, Mccook Lake, N Sioux City",SD,Union County,42.53,-96.5
57050,Nunda,,SD,Lake County,44.16,-97.01
57051,Oldham,,SD,Kingsbury County,44.22,-97.3
57052,Olivet,,SD,Hutchinson County,43.24,-97.67
57053,Parker,,SD,Turner County,43.39,-97.13
57054,Ramona,,SD,Lake County,44.12,-97.21
57055,Renner,Crooks,SD,Minnehaha County,43.63,-96.7
57056,Rowena,Brandon,SD,Minnehaha County,43.52,-96.55
57057,Rutland,,SD,Lake County,44.06,-96.94
57058,Salem,,SD,McCook County,43.72,-97.38
57059,Scotland,,SD,Bon Homme County,43.14,-97.71
57062,Springfield,Running Water,SD,Bon Homme County,42.85,-97.89
57063,Tabor,,SD,Bon Homme County,42.94,-97.65
57064,Tea,,SD,Lincoln County,43.44,-96.83
57065,Trent,,SD,Moody County,43.9,-96.65
57066,Tyndall,,SD,Bon Homme County,42.98,-97.86
57067,Utica,,SD,Yankton County,42.98,-97.49
57068,Valley Springs,Valley Spgs,SD,Minnehaha County,43.58,-96.46
57069,Vermillion,Meckling,SD,Clay County,42.78,-96.92
57070,Viborg,,SD,Turner County,43.17,-97.08
57071,Volga,,SD,Brookings County,44.32,-96.92
57072,Volin,,SD,Yankton County,42.95,-97.18
57073,Wakonda,,SD,Clay County,43,-97.1
57075,Wentworth,,SD,Lake County,43.99,-96.96
57076,Winfred,,SD,Lake County,43.99,-97.36
57077,Worthing,,SD,Lincoln County,43.32,-96.76
57078,Yankton,,SD,Yankton County,42.88,-97.39
57103,Sioux Falls,,SD,Minnehaha County,43.54,-96.73
57104,Sioux Falls,,SD,Minnehaha County,43.54,-96.73
57105,Sioux Falls,,SD,Minnehaha County,43.54,-96.73
57106,Sioux Falls,,SD,Minnehaha County,43.54,-96.73
57107,Sioux Falls,Buffalo Ridge,SD,Minnehaha County,43.54,-96.73
57108,Sioux Falls,,SD,Lincoln County,43.54,-96.73
57110,Sioux Falls,,SD,Minnehaha County,43.54,-96.73
57201,Watertown,Waverly,SD,Codington County,44.91,-97.16
57212,Arlington,Hetland,SD,Kingsbury County,44.36,-97.13
57213,Astoria,,SD,Deuel County,44.55,-96.54
57216,Big Stone City,Big Stone Cty,SD,Grant County,45.29,-96.46
57217,Bradley,Crocker,SD,Clark County,45.09,-97.64
57218,Brandt,,SD,Deuel County,44.66,-96.62
57219,Bristol,Butler,SD,Day County,45.34,-97.74
57220,Bruce,,SD,Brookings County,44.43,-96.88
57221,Bryant,,SD,Hamlin County,44.58,-97.46
57223,Castlewood,,SD,Hamlin County,44.72,-97.03
57224,Claire City,,SD,Roberts County,45.85,-97.1
57225,Clark,,SD,Clark County,44.88,-97.73
57226,Clear Lake,Altamont,SD,Deuel County,44.76,-96.68
57227,Corona,,SD,Roberts County,45.33,-96.76
57231,De Smet,,SD,Kingsbury County,44.38,-97.54
57232,Eden,,SD,Marshall County,45.61,-97.42
57233,Erwin,,SD,Kingsbury County,44.48,-97.44
57234,Estelline,Dempster,SD,Hamlin County,44.57,-96.9
57235,Florence,,SD,Codington County,45.05,-97.32
57236,Garden City,,SD,Clark County,44.95,-97.58
57237,Gary,,SD,Deuel County,44.79,-96.45
57238,Goodwin,Bemis,SD,Deuel County,44.87,-96.84
57239,Grenville,,SD,Day County,45.46,-97.38
57241,Hayti,,SD,Hamlin County,44.65,-97.2
57242,Hazel,,SD,Hamlin County,44.75,-97.38
57243,Henry,,SD,Codington County,44.88,-97.46
57246,Labolt,,SD,Grant County,45.01,-96.69
57247,Lake City,,SD,Marshall County,45.72,-97.41
57248,Lake Norden,,SD,Hamlin County,44.57,-97.2
57249,Lake Preston,,SD,Kingsbury County,44.36,-97.37
57251,Marvin,,SD,Grant County,45.26,-96.91
57252,Milbank,,SD,Grant County,45.21,-96.63
57255,New Effington,,SD,Roberts County,45.85,-96.91
57256,Ortley,,SD,Roberts County,45.33,-97.2
57257,Peever,,SD,Roberts County,45.54,-96.95
57258,Raymond,,SD,Clark County,44.91,-97.93
57259,Revillo,Albee,SD,Grant County,45.01,-96.57
57260,Rosholt,,SD,Roberts County,45.86,-96.73
57261,Roslyn,,SD,Day County,45.49,-97.49
57262,Sisseton,"Agency Village, Agency Vlg",SD,Roberts County,45.66,-97.04
57263,South Shore,,SD,Codington County,45.1,-96.93
57264,Stockholm,,SD,Grant County,45.1,-96.79
57265,Strandburg,,SD,Grant County,45.04,-96.76
57266,Summit,,SD,Roberts County,45.3,-97.03
57268,Toronto,,SD,Deuel County,44.57,-96.64
57269,Twin Brooks,,SD,Grant County,45.2,-96.78
57270,Veblen,,SD,Marshall County,45.86,-97.28
57271,Vienna,,SD,Clark County,44.7,-97.49
57272,Wallace,,SD,Codington County,45.08,-97.47
57273,Waubay,,SD,Day County,45.33,-97.3
57274,Webster,Lily,SD,Day County,45.33,-97.52
57276,White,Bushnell,SD,Brookings County,44.43,-96.64
57278,Willow Lake,,SD,Clark County,44.62,-97.63
57279,Wilmot,,SD,Roberts County,45.4,-96.85
57301,Mitchell,Loomis,SD,Davison County,43.73,-98.03
57311,Alexandria,Farmer,SD,Hanson County,43.65,-97.77
57312,Alpena,,SD,Jerauld County,44.18,-98.36
57313,Armour,,SD,Douglas County,43.31,-98.34
57314,Artesian,Forestburg,SD,Sanborn County,44,-97.92
57315,Avon,,SD,Bon Homme County,43,-98.05
57317,Bonesteel,,SD,Gregory County,43.07,-98.94
57319,Bridgewater,Dolton,SD,McCook County,43.55,-97.49
57321,Canova,,SD,Miner County,43.88,-97.5
57322,Carpenter,,SD,Clark County,44.63,-97.91
57323,Carthage,,SD,Miner County,44.16,-97.71
57324,Cavour,,SD,Beadle County,44.37,-98.04
57325,Chamberlain,,SD,Brule County,43.8,-99.32
57328,Corsica,,SD,Douglas County,43.42,-98.4
57329,Dante,,SD,Charles Mix County,43.03,-98.18
57330,Delmont,,SD,Douglas County,43.26,-98.15
57331,Dimock,,SD,Hutchinson County,43.47,-97.98
57332,Emery,,SD,Hanson County,43.6,-97.62
57334,Ethan,,SD,Davison County,43.54,-97.98
57335,Fairfax,,SD,Gregory County,43.02,-98.88
57337,Fedora,,SD,Miner County,44,-97.78
57339,Fort Thompson,,SD,Buffalo County,44.04,-99.41
57340,Fulton,,SD,Hanson County,43.72,-97.82
57341,Gann Valley,,SD,Buffalo County,44.03,-98.98
57342,Geddes,,SD,Charles Mix County,43.25,-98.69
57344,Harrison,,SD,Douglas County,43.44,-98.52
57345,Highmore,,SD,Hyde County,44.52,-99.43
57346,Stephan,,SD,Hyde County,44.24,-99.45
57348,Hitchcock,,SD,Beadle County,44.62,-98.4
57349,Howard,Roswell,SD,Miner County,44.01,-97.52
57350,Huron,,SD,Beadle County,44.36,-98.21
57353,Iroquois,Bancroft,SD,Kingsbury County,44.36,-97.84
57355,Kimball,,SD,Brule County,43.74,-98.95
57356,Lake Andes,Ravinia,SD,Charles Mix County,43.15,-98.53
57359,Letcher,,SD,Sanborn County,43.89,-98.14
57362,Miller,,SD,Hand County,44.52,-98.98
57363,Mount Vernon,,SD,Davison County,43.71,-98.26
57364,New Holland,,SD,Douglas County,43.42,-98.64
57365,Oacoma,,SD,Lyman County,43.79,-99.38
57366,Parkston,,SD,Hutchinson County,43.39,-97.98
57368,Plankinton,,SD,Aurora County,43.71,-98.48
57369,Platte,Academy,SD,Charles Mix County,43.38,-98.84
57370,Pukwana,,SD,Brule County,43.77,-99.18
57371,Ree Heights,,SD,Hand County,44.51,-99.2
57373,Saint Lawrence,St Lawrence,SD,Hand County,44.51,-98.94
57374,Spencer,,SD,McCook County,43.72,-97.59
57375,Stickney,,SD,Aurora County,43.58,-98.43
57376,Tripp,,SD,Hutchinson County,43.22,-97.96
57379,Virgil,,SD,Beadle County,44.29,-98.42
57380,Wagner,,SD,Charles Mix County,43.07,-98.3
57381,Wessington,,SD,Beadle County,44.45,-98.69
57382,Wessington Springs,Wessingtn Spg,SD,Jerauld County,44.08,-98.57
57383,White Lake,,SD,Aurora County,43.72,-98.71
57384,Wolsey,,SD,Beadle County,44.41,-98.47
57385,Woonsocket,,SD,Sanborn County,44.05,-98.27
57386,Yale,,SD,Beadle County,44.43,-97.98
57401,Aberdeen,,SD,Brown County,45.46,-98.48
57421,Amherst,,SD,Marshall County,45.73,-97.92
57422,Andover,,SD,Day County,45.41,-97.9
57424,Ashton,Athol,SD,Spink County,44.99,-98.49
57427,Bath,,SD,Brown County,45.46,-98.32
57428,Bowdle,,SD,Edmunds County,45.45,-99.65
57430,Britton,,SD,Marshall County,45.78,-97.74
57432,Claremont,,SD,Brown County,45.67,-98.01
57433,Columbia,,SD,Brown County,45.61,-98.31
57434,Conde,Verdon,SD,Spink County,45.15,-98.09
57435,Cresbard,,SD,Faulk County,45.16,-98.94
57436,Doland,,SD,Spink County,44.89,-98.09
57437,Eureka,Artas,SD,McPherson County,45.76,-99.62
57438,Faulkton,"Miranda, Norbeck, Wecota",SD,Faulk County,45.03,-99.12
57440,Frankfort,,SD,Spink County,44.87,-98.3
57441,Frederick,,SD,Brown County,45.83,-98.5
57442,Gettysburg,,SD,Potter County,45,-99.95
57445,Groton,,SD,Brown County,45.45,-98.1
57446,Hecla,,SD,Brown County,45.88,-98.15
57448,Hosmer,,SD,Edmunds County,45.57,-99.47
57449,Houghton,,SD,Brown County,45.76,-98.21
57450,Hoven,,SD,Potter County,45.24,-99.77
57451,Ipswich,Mina,SD,Edmunds County,45.44,-99.02
57452,Java,,SD,Walworth County,45.5,-99.88
57454,Langford,,SD,Marshall County,45.6,-97.82
57455,Lebanon,,SD,Potter County,45.06,-99.76
57456,Leola,,SD,McPherson County,45.72,-98.93
57457,Long Lake,,SD,McPherson County,45.77,-99.25
57460,Mansfield,,SD,Brown County,45.24,-98.56
57461,Mellette,,SD,Spink County,45.15,-98.49
57465,Northville,Chelsea,SD,Spink County,45.15,-98.57
57466,Onaka,,SD,Faulk County,45.19,-99.46
57467,Orient,,SD,Hand County,44.9,-99.08
57468,Pierpont,,SD,Day County,45.49,-97.83
57469,Redfield,Zell,SD,Spink County,44.87,-98.52
57470,Rockham,,SD,Faulk County,44.9,-98.82
57471,Roscoe,,SD,Edmunds County,45.45,-99.33
57472,Selby,Lowry,SD,Walworth County,45.5,-100.03
57473,Seneca,,SD,Faulk County,45.06,-99.5
57474,Stratford,,SD,Brown County,45.31,-98.3
57475,Tolstoy,,SD,Potter County,45.2,-99.61
57476,Tulare,,SD,Spink County,44.73,-98.5
57477,Turton,,SD,Spink County,45.04,-98.09
57479,Warner,,SD,Brown County,45.32,-98.49
57481,Westport,Wetonka,SD,Brown County,45.64,-98.49
57501,Pierre,,SD,Hughes County,44.37,-100.32
57520,Agar,,SD,Sully County,44.83,-100.07
57521,Belvidere,,SD,Jackson County,43.83,-101.27
57522,Blunt,,SD,Hughes County,44.51,-99.98
57523,Burke,Lucas,SD,Gregory County,43.18,-99.29
57528,Colome,,SD,Tripp County,43.26,-99.71
57529,Dallas,Dixon,SD,Tripp County,43.23,-99.51
57531,Draper,,SD,Jones County,43.92,-100.53
57532,Fort Pierre,Mission Ridge,SD,Stanley County,44.36,-100.37
57533,Gregory,"Dixon, Iona",SD,Gregory County,43.23,-99.42
57534,Hamill,,SD,Tripp County,43.59,-99.67
57536,Harrold,,SD,Hughes County,44.52,-99.73
57537,Hayes,,SD,Stanley County,44.37,-101.02
57538,Herrick,,SD,Gregory County,43.11,-99.18
57540,Holabird,,SD,Hyde County,44.52,-99.59
57541,Ideal,,SD,Tripp County,43.54,-99.9
57543,Kadoka,,SD,Jackson County,43.83,-101.5
57544,Kennebec,,SD,Lyman County,43.9,-99.86
57547,Long Valley,,SD,Jackson County,43.46,-101.49
57548,Lower Brule,,SD,Lyman County,44.07,-99.58
57551,Martin,Vetal,SD,Bennett County,43.17,-101.72
57552,Midland,Ottumwa,SD,Haakon County,44.07,-101.15
57553,Milesville,,SD,Haakon County,44.46,-101.68
57555,Mission,,SD,Todd County,43.3,-100.66
57559,Murdo,,SD,Jones County,43.88,-100.71
57560,Norris,,SD,Mellette County,43.46,-101.2
57562,Okaton,,SD,Jones County,43.88,-100.89
57564,Onida,,SD,Sully County,44.7,-100.06
57566,Parmelee,,SD,Todd County,43.32,-101.03
57567,Philip,,SD,Haakon County,44.04,-101.66
57568,Presho,,SD,Lyman County,43.9,-100.05
57569,Reliance,,SD,Lyman County,43.88,-99.6
57571,Saint Charles,St Charles,SD,Gregory County,43.12,-99.08
57572,Saint Francis,,SD,Todd County,43.14,-100.9
57574,Tuthill,,SD,Bennett County,43.15,-101.49
57576,Vivian,,SD,Lyman County,43.92,-100.29
57577,Wanblee,,SD,Jackson County,43.57,-101.66
57579,White River,Cedarbutte,SD,Mellette County,43.56,-100.74
57580,Winner,"Carter, Clearfield, Keyapaha, Millboro, Wewela",SD,Tripp County,43.37,-99.85
57584,Witten,,SD,Tripp County,43.43,-100.08
57585,Wood,,SD,Mellette County,43.49,-100.48
57601,Mobridge,,SD,Walworth County,45.54,-100.43
57620,Bison,,SD,Perkins County,45.52,-102.46
57623,Dupree,,SD,Ziebach County,45.04,-101.6
57625,Eagle Butte,Parade,SD,Dewey County,45,-101.23
57626,Faith,,SD,Meade County,45.02,-102.03
57630,Glencross,,SD,Dewey County,45.43,-100.88
57631,Glenham,,SD,Walworth County,45.53,-100.27
57632,Herreid,,SD,Campbell County,45.83,-100.07
57633,Isabel,Firesteel,SD,Dewey County,45.39,-101.42
57634,Keldron,,SD,Corson County,45.93,-101.8
57638,Lemmon,"Shadehill, Thunder Hawk",SD,Perkins County,45.93,-102.15
57640,Lodgepole,,SD,Perkins County,45.8,-102.66
57641,Mc Intosh,,SD,Corson County,45.92,-101.35
57642,Mc Laughlin,,SD,Corson County,45.81,-100.81
57644,Meadow,Glad Valley,SD,Perkins County,45.53,-102.21
57645,Morristown,,SD,Corson County,45.93,-101.71
57646,Mound City,,SD,Campbell County,45.72,-100.06
57648,Pollock,,SD,Campbell County,45.9,-100.29
57649,Prairie City,,SD,Perkins County,45.53,-102.8
57650,Ralph,,SD,Harding County,45.77,-103.06
57651,Reva,,SD,Harding County,45.54,-103.08
57652,Ridgeview,La Plant,SD,Dewey County,45.08,-100.8
57656,Timber Lake,,SD,Dewey County,45.42,-101.07
57657,Trail City,,SD,Dewey County,45.47,-100.73
57658,Wakpala,,SD,Corson County,45.65,-100.53
57659,Walker,,SD,Corson County,45.91,-101.09
57660,Watauga,,SD,Corson County,45.92,-101.54
57701,Rapid City,,SD,Pennington County,44.07,-103.23
57702,Rapid City,"Rockerville, Silver City",SD,Pennington County,44.07,-103.23
57703,Rapid City,,SD,Pennington County,44.07,-103.23
57706,Ellsworth Afb,,SD,Meade County,44.14,-103.07
57714,Allen,,SD,Bennett County,43.28,-101.92
57716,Batesland,Denby,SD,Shannon County,43.12,-102.1
57717,Belle Fourche,Fruitdale,SD,Butte County,44.66,-103.85
57718,Black Hawk,Summerset,SD,Meade County,44.16,-103.25
57719,Box Elder,,SD,Pennington County,44.11,-103.07
57720,Buffalo,,SD,Harding County,45.58,-103.54
57722,Buffalo Gap,,SD,Custer County,43.49,-103.31
57724,Camp Crook,Sky Ranch,SD,Harding County,45.54,-103.97
57725,Caputa,,SD,Pennington County,43.99,-102.98
57730,Custer,Crazy Horse,SD,Custer County,43.76,-103.6
57732,Deadwood,,SD,Lawrence County,44.38,-103.72
57735,Edgemont,"Ardmore, Burdock, Dewey, Provo",SD,Fall River County,43.29,-103.82
57737,Enning,,SD,Meade County,44.57,-102.56
57738,Fairburn,,SD,Custer County,43.68,-103.2
57744,Hermosa,,SD,Custer County,43.84,-103.19
57745,Hill City,Rochford,SD,Pennington County,43.93,-103.57
57747,Hot Springs,,SD,Fall River County,43.43,-103.48
57748,Howes,Plainview,SD,Meade County,44.62,-102.04
57750,Interior,,SD,Jackson County,43.72,-101.98
57751,Keystone,,SD,Pennington County,43.89,-103.42
57752,Kyle,,SD,Shannon County,43.42,-102.16
57754,Lead,Central City,SD,Lawrence County,44.35,-103.76
57755,Ludlow,,SD,Harding County,45.83,-103.38
57758,Mud Butte,"Opal, Zeona",SD,Meade County,45,-102.87
57759,Nemo,,SD,Lawrence County,44.19,-103.5
57760,Newell,,SD,Butte County,44.71,-103.41
57761,New Underwood,,SD,Pennington County,44.09,-102.83
57762,Nisland,,SD,Butte County,44.67,-103.55
57763,Oelrichs,,SD,Fall River County,43.18,-103.23
57764,Oglala,,SD,Shannon County,43.18,-102.73
57766,Oral,,SD,Fall River County,43.4,-103.26
57767,Owanka,,SD,Pennington County,44.01,-102.58
57769,Piedmont,"Bethlehem, Summerset",SD,Meade County,44.23,-103.4
57770,Pine Ridge,,SD,Shannon County,43.02,-102.55
57772,Porcupine,,SD,Shannon County,43.27,-102.33
57775,Quinn,Cottonwood,SD,Pennington County,43.98,-102.12
57779,Saint Onge,,SD,Lawrence County,44.56,-103.74
57780,Scenic,,SD,Pennington County,43.78,-102.55
57783,Spearfish,,SD,Lawrence County,44.48,-103.84
57785,Sturgis,"Hereford, Marcus",SD,Meade County,44.41,-103.51
57787,Union Center,"Red Owl, Stoneville",SD,Meade County,44.56,-102.66
57788,Vale,,SD,Butte County,44.61,-103.4
57790,Wall,Creighton,SD,Pennington County,43.99,-102.23
57791,Wasta,Elm Springs,SD,Pennington County,44.06,-102.44
57792,White Owl,,SD,Meade County,44.59,-102.42
57793,Whitewood,,SD,Lawrence County,44.46,-103.64
57794,Wounded Knee,,SD,Shannon County,43.14,-102.36
58002,Absaraka,,ND,Cass County,46.97,-97.39
58004,Amenia,,ND,Cass County,47,-97.22
58005,Argusville,,ND,Cass County,47.05,-96.94
58006,Arthur,,ND,Cass County,47.1,-97.21
58007,Ayr,,ND,Cass County,47.04,-97.49
58008,Barney,,ND,Richland County,46.26,-96.99
58009,Blanchard,,ND,Traill County,47.34,-97.21
58011,Buffalo,,ND,Cass County,46.92,-97.55
58012,Casselton,,ND,Cass County,46.9,-97.21
58013,Cayuga,,ND,Sargent County,46.07,-97.38
58015,Christine,,ND,Richland County,46.57,-96.8
58016,Clifford,,ND,Traill County,47.34,-97.4
58017,Cogswell,"Brampton, Straubville",ND,Sargent County,46.1,-97.78
58018,Colfax,,ND,Richland County,46.47,-96.87
58021,Davenport,,ND,Cass County,46.71,-97.06
58027,Enderlin,,ND,Ransom County,46.62,-97.59
58029,Erie,,ND,Cass County,47.11,-97.38
58030,Fairmount,,ND,Richland County,46.05,-96.6
58031,Fingal,Alice,ND,Barnes County,46.76,-97.79
58032,Forman,,ND,Sargent County,46.1,-97.63
58033,Fort Ransom,Englevale,ND,Ransom County,46.52,-97.93
58035,Galesburg,,ND,Traill County,47.27,-97.4
58036,Gardner,,ND,Cass County,47.14,-96.96
58038,Grandin,,ND,Cass County,47.23,-97
58040,Gwinner,Crete,ND,Sargent County,46.22,-97.65
58041,Hankinson,,ND,Richland County,46.07,-96.89
58042,Harwood,Prosper,ND,Cass County,46.98,-96.87
58043,Havana,,ND,Sargent County,45.95,-97.61
58045,Hillsboro,Kelso,ND,Traill County,47.4,-97.06
58046,Hope,Colgate,ND,Steele County,47.32,-97.71
58047,Horace,"Hickson, Oxbow, Wild Rice",ND,Cass County,46.75,-96.9
58048,Hunter,,ND,Cass County,47.19,-97.21
58049,Kathryn,Hastings,ND,Barnes County,46.67,-97.96
58051,Kindred,,ND,Cass County,46.65,-97.02
58052,Leonard,,ND,Cass County,46.65,-97.24
58053,Lidgerwood,Geneseo,ND,Richland County,46.07,-97.14
58054,Lisbon,Elliott,ND,Ransom County,46.43,-97.68
58056,Luverne,,ND,Steele County,47.25,-97.93
58057,Mcleod,,ND,Richland County,46.39,-97.29
58058,Mantador,,ND,Richland County,46.16,-96.97
58059,Mapleton,Durbin,ND,Cass County,46.89,-97.05
58060,Milnor,Delamere,ND,Sargent County,46.26,-97.45
58061,Mooreton,,ND,Richland County,46.26,-96.87
58062,Nome,,ND,Barnes County,46.67,-97.81
58063,Oriska,,ND,Barnes County,46.93,-97.78
58064,Page,,ND,Cass County,47.15,-97.57
58065,Pillsbury,,ND,Barnes County,47.2,-97.79
58067,Rutland,,ND,Sargent County,46.05,-97.5
58068,Sheldon,,ND,Ransom County,46.58,-97.49
58069,Stirum,,ND,Sargent County,46.21,-97.8
58071,Tower City,,ND,Cass County,46.92,-97.67
58072,Valley City,,ND,Barnes County,46.92,-98
58075,Wahpeton,"Dwight, Galchutt, Great Bend",ND,Richland County,46.26,-96.6
58077,Walcott,,ND,Richland County,46.55,-96.93
58078,West Fargo,Riverside,ND,Cass County,46.87,-96.89
58079,Wheatland,"Chaffee, Embden",ND,Cass County,46.9,-97.34
58081,Wyndmere,,ND,Richland County,46.26,-97.13
58102,Fargo,"North River, Reiles Acres",ND,Cass County,46.87,-96.81
58103,Fargo,,ND,Cass County,46.87,-96.81
58104,Fargo,"Briarwood, Frontier, Prairie Rose",ND,Cass County,46.87,-96.81
58201,Grand Forks,,ND,Grand Forks County,47.91,-97.07
58202,Grand Forks,,ND,Grand Forks County,47.91,-97.07
58203,Grand Forks,,ND,Grand Forks County,47.91,-97.07
58204,Grand Forks Afb,"Gfafb, Grand Forks",ND,Grand Forks County,47.96,-97.38
58205,Grand Forks Afb,"Gfafb, Grand Forks",ND,Grand Forks County,47.96,-97.38
58210,Adams,,ND,Walsh County,48.41,-98.07
58212,Aneta,,ND,Nelson County,47.67,-97.98
58214,Arvilla,,ND,Grand Forks County,47.91,-97.49
58216,Bathgate,,ND,Pembina County,48.88,-97.47
58218,Buxton,,ND,Traill County,47.6,-97.09
58219,Caledonia,,ND,Traill County,47.45,-96.88
58220,Cavalier,"Backoo, Cavalier Afs, Concrete",ND,Pembina County,48.79,-97.62
58222,Crystal,,ND,Pembina County,48.59,-97.66
58223,Cummings,,ND,Traill County,47.51,-97.07
58224,Dahlen,,ND,Nelson County,48.15,-97.92
58225,Drayton,Bowesmont,ND,Pembina County,48.56,-97.17
